ID#,q0,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q39_8,q39_9,q40_1,q40_2,q40_3,q40_4,q40_5,q40_6,q40_7,q40_8,q40_9,q41,q42,q43,q44,q45,q46,q47_1,q47_2,q47_3,q47_4,q47_5,q47_6,q47_7,q47_8,q47_9,q47_10,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q49_1,q49_2,q49_3,q49_4,q49_5,q49_6,q49_7,q49_8,q49_9,q49_10,q49_11,q49_12,q49_13,q49_14,q49_15,q49_16,q49_17,q49_18,q50_1,q50_2,q50_3,q50_4,q50_5,q50_6,q50_7,q50_8,q50_9,q50_10,q50_11,q50_12,q51,q52,q53,q54,q55,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q69,q2001,q2002,Q701,Q702,Q703,Q704,Q705,Q706,Q903,Q914,Q980,Q981,Q915,Q999,Q919,Q921,Q1002,Q1003,Q934,Q1004,Q1005,Q922,RespNo,Q1001,Q1006,,WT,WT2,wt3
2008-1079,Egypt,1,1,4,1,1,4,5,3,5,5,1,2,5,5,4,5,3,1,2,2,2,4,2,2,2,2,2,1,1,,,,,,,,1,1,,,,,,,,1,4,4,5,5,4,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,1,,,,,3,1,1,3,7,1,,,,1,,,,,,,1,4,5,2,2,4,3,5,3,1,5,,,30,1,1,2,2,5,4,1,1,1,3,1,1,2,1,,1,,1,1,241,,,,1.00,2.65,2.65
2008-1080,Egypt,5,1,1,1,1,4,8,5,5,5,1,5,5,5,1,5,3,1,3,2,2,4,5,5,5,2,3,1,,1,,,,,,,1,1,,,,,,,,3,2,4,5,2,4,,,1,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,3,1,1,3,7,1,,,,1,,,,,,,1,2,5,4,2,4,4,2,3,1,5,,,41,1,2,2,2,5,4,1,2,2,4,1,1,2,1,,2,,1,1,242,,,,1.00,2.65,2.65
2008-1081,Egypt,2,1,1,1,1,1,4,1,5,5,1,5,5,5,5,5,2,1,3,4,1,3,3,5,1,3,2,,,1,,1,,,,,,1,,1,,,,,,1,2,2,3,2,2,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,2,2,1,2,2,,,1,,,1,,,,,,2,4,3,3,2,1,2,3,3,3,4,,,39,1,1,2,2,2,6,2,,,5,3,2,1,1,,1,,1,2,245,,,,1.00,2.65,2.65
2008-1082,Egypt,5,1,1,2,2,5,11,5,5,5,5,1,5,5,5,5,1,4,4,4,3,4,8,4,4,3,2,,1,,,1,,,,,,,1,,,,1,,,3,4,1,3,2,3,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,2,1,2,1,7,,,,1,,,,1,,,,7,5,4,2,4,4,2,5,5,4,6,,,41,1,1,2,2,2,4,1,3,3,4,2,1,1,1,,2,,1,2,248,,,,1.00,2.65,2.65
2008-1083,Egypt,5,1,1,2,1,4,5,5,5,5,4,4,5,5,5,5,1,1,3,4,3,1,8,8,8,2,2,1,,1,,,,,,,,1,1,,,,,,,3,1,1,3,3,1,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,2,3,3,1,1,,,,,1,,,1,,,,2,4,4,3,1,1,2,5,3,3,5,,,15,1,2,2,2,5,2,2,,,5,1,2,1,2,5,2,,1,1,254,,,,1.00,2.65,2.65
2008-1084,Egypt,3,1,3,1,1,4,8,5,6,6,1,5,6,6,3,6,3,1,3,4,3,3,8,1,1,2,2,,1,,1,,,,,,1,,,1,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,1,1,3,3,,,,,,,,1,1,,,2,2,5,6,4,3,3,5,6,4,6,,,26,1,1,1,2,1,4,2,,,5,3,1,5,1,,1,,1,1,256,,,,1.00,2.65,2.65
2008-1085,Egypt,5,1,1,1,1,4,8,4,5,6,1,3,6,6,2,6,1,1,3,6,3,3,4,4,4,2,2,,1,1,,,,,,,1,,1,,,,,,,3,1,1,3,1,2,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,2,1,3,2,1,,,,,,,,1,1,,,2,2,2,3,1,1,3,3,3,3,6,,,50,1,2,2,2,5,3,1,3,1,1,1,1,4,2,5,1,,1,2,274,,,,1.00,2.65,2.65
2008-1086,Egypt,5,1,1,2,2,5,11,5,5,5,5,2,5,5,5,5,2,2,2,3,2,2,3,3,3,1,2,,1,,1,,,,,,,1,,,1,,,,,1,2,1,2,2,3,1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,2,3,3,1,1,,,1,1,,,,,,,,4,4,3,2,1,3,2,4,3,4,6,,,16,1,2,2,2,5,1,2,,,6,1,2,1,1,,2,,1,1,287,,,,1.00,2.65,2.65
2008-1087,Egypt,5,1,1,2,2,5,10,5,5,5,5,1,5,5,5,5,1,1,3,4,3,2,6,6,6,2,2,1,,1,,,,,,,,1,,1,,,,,,2,1,1,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,3,3,1,3,5,,,,,,,,,,,1,4,4,3,1,1,3,1,5,6,4,6,,,17,1,2,2,2,5,1,2,,,3,1,2,3,1,,2,,1,1,288,,,,1.00,2.65,2.65
2008-1088,Egypt,5,1,1,2,2,5,10,5,5,5,5,2,5,5,5,5,1,1,2,4,3,1,2,2,2,2,2,1,,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,2,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,,,,,,,,4,3,2,3,7,1,,,,1,,,,,,,4,4,2,2,1,3,1,5,6,4,6,,,18,1,2,2,2,5,1,2,,,4,2,1,6,1,,2,,1,1,289,,,,1.00,2.65,2.65
2008-1089,Egypt,5,1,1,2,2,5,11,5,5,5,5,1,5,5,5,5,1,1,3,5,3,1,4,4,4,1,2,1,,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,2,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,3,7,,,1,,1,,,,,,,4,4,3,2,1,3,1,5,6,4,6,,,20,1,2,2,2,5,1,2,,,1,3,1,4,2,6,2,,1,2,290,,,,1.00,2.65,2.65
2008-1090,Egypt,5,1,1,1,1,4,8,4,5,5,1,4,5,5,1,5,1,1,2,4,3,1,8,8,1,1,2,,1,1,,,,,,,1,1,,,,,,,,1,1,1,3,1,1,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,3,3,2,3,4,,,,1,,,,1,,,,2,2,2,1,1,3,1,1,1,4,2,,,31,1,1,2,2,2,3,2,,,3,2,1,4,1,,2,,1,1,291,,,,1.00,2.65,2.65
2008-1091,Egypt,5,1,1,1,1,4,8,4,5,5,1,4,5,4,1,5,1,1,3,4,3,3,8,8,1,2,2,,,1,1,,,,,,,1,1,,,,,,,3,1,1,3,2,2,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,3,1,3,2,1,,,,1,1,,,,,,,2,2,1,1,1,3,2,1,4,4,2,,,30,1,2,2,2,5,4,2,,,5,2,1,5,1,,2,,1,1,292,,,,1.00,2.65,2.65
2008-1092,Egypt,4,1,1,1,1,4,8,5,5,6,1,3,6,6,2,6,1,1,3,4,3,3,4,4,4,2,2,,1,1,,,,,,,,,1,1,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,2,3,2,1,,,,,,,,1,1,,,2,2,3,3,1,1,3,4,3,3,5,,,50,1,2,2,2,5,2,1,3,3,1,1,2,4,2,6,2,,1,2,293,,,,1.00,2.65,2.65
2008-1093,Egypt,5,1,1,1,1,4,7,5,4,5,1,5,5,1,3,4,1,1,3,4,3,1,5,5,5,2,2,,1,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,1,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,3,1,3,2,3,,,,,1,,,1,,,,2,3,3,1,1,3,1,2,3,1,3,,,43,1,2,2,2,5,4,1,2,2,3,1,1,5,2,4,2,,1,1,295,,,,1.00,2.65,2.65
2008-1094,Egypt,5,1,1,1,1,4,8,4,4,5,1,4,5,4,1,5,1,2,3,4,3,1,5,5,5,2,3,1,,1,,,,,,,,1,1,,,,,,,3,1,1,2,2,2,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,1,1,3,2,3,,,,1,1,,,,,,,2,2,3,2,1,3,2,3,6,4,4,,,33,1,2,2,2,5,4,1,1,1,1,1,1,4,2,5,1,,1,2,296,,,,1.00,2.65,2.65
2008-1095,Egypt,5,1,3,1,1,4,5,5,5,5,1,1,5,5,4,5,1,1,3,4,3,2,2,2,2,2,2,,1,1,,,,,,,1,1,,,,,,,,3,1,1,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,3,3,3,2,3,,,,,1,,,1,,,,2,2,3,2,1,3,1,3,6,4,3,,,36,1,1,2,2,2,4,1,1,1,1,2,2,4,2,5,2,,1,1,297,,,,1.00,2.65,2.65
2008-1096,Egypt,5,1,1,1,1,4,5,5,4,5,1,2,5,4,4,4,1,1,2,4,3,2,3,3,3,1,2,,1,,1,,,,,,,1,1,,,,,,,3,2,1,3,2,2,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,3,1,3,2,4,,,,,1,1,,,,,,2,2,2,1,1,1,1,5,6,4,1,,,76,1,1,2,2,2,4,2,,,3,2,1,4,1,,1,,1,1,298,,,,1.00,2.65,2.65
2008-1097,Egypt,2,3,1,1,1,4,8,6,6,6,1,6,6,6,3,6,2,1,3,4,3,3,8,8,5,2,2,1,,,,1,,,,,,1,1,,,,,,,2,2,1,3,2,3,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,1,3,2,1,,,,,,,,1,1,,,7,5,5,3,4,1,3,5,6,4,5,,,25,1,1,2,2,2,4,2,,,4,2,2,1,1,,2,,1,1,301,,,,1.00,2.65,2.65
2008-1098,Egypt,5,1,1,2,1,8,4,5,5,5,4,5,5,5,4,5,1,1,3,4,3,3,8,8,8,2,2,,1,,1,,,,,,,1,,,,,1,,,3,4,4,2,2,2,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,2,2,3,2,5,,,,,1,,,1,,,,2,2,4,3,4,1,2,2,3,2,5,,,22,1,2,2,2,5,1,2,,,4,2,2,1,2,1,2,,1,2,303,,,,1.00,2.65,2.65
2008-1099,Egypt,5,1,2,2,2,5,11,6,6,6,6,1,6,6,6,6,1,1,3,4,3,3,8,8,8,2,2,,1,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,1,3,2,1,,,,,,,,1,1,,,4,4,5,2,4,1,3,5,6,4,5,,,24,1,2,1,2,3,3,2,,,5,3,1,4,1,,2,,1,1,307,,,,1.00,2.65,2.65
2008-1100,Egypt,5,1,3,1,1,4,9,6,6,6,1,5,6,6,4,2,1,1,3,4,3,3,8,6,6,2,2,,1,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,3,2,1,,,,,,,,1,1,,,2,2,3,2,4,1,3,4,6,4,4,,,25,1,1,2,2,2,4,2,,,5,1,2,4,1,,2,,1,1,309,,,,1.00,2.65,2.65
2008-1101,Egypt,5,1,1,2,2,5,11,5,5,5,5,2,5,5,5,5,1,1,3,4,3,3,8,8,8,2,2,,,1,,,,,,1,1,1,,,,,,,,3,1,1,3,4,3,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,2,2,1,3,5,,,,1,,,,,1,,,4,4,4,6,1,1,3,2,3,3,6,,,32,1,2,2,2,5,1,1,2,2,3,1,1,4,2,6,2,,1,2,319,,,,1.00,2.65,2.65
2008-1102,Egypt,5,1,1,2,2,5,11,5,5,5,5,4,5,5,5,5,1,1,3,4,3,3,8,8,8,2,2,,1,,1,,,,,,,1,,,,,1,,,3,1,1,3,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,4,2,3,1,7,,,,,1,,,1,,,,4,4,4,6,1,3,3,2,3,3,5,,,35,1,2,2,2,5,1,1,3,3,4,1,2,1,2,6,2,,1,2,320,,,,1.00,2.65,2.65
2008-1103,Egypt,5,1,1,1,1,4,8,6,6,6,1,4,6,6,2,6,1,1,3,4,3,3,8,4,4,2,2,,1,1,,,,,,,,1,1,,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,2,1,3,2,1,,,,1,,,,1,,,,2,2,3,2,2,1,3,4,3,3,4,,,30,1,2,2,2,5,2,1,2,2,4,2,2,4,2,5,2,,1,2,322,,,,1.00,2.65,2.65
2008-1104,Egypt,5,1,1,1,1,4,2,5,5,2,1,5,5,5,5,5,2,1,2,3,3,3,4,4,4,2,2,,1,1,,,,,,,,,1,1,,,,,,3,2,1,3,1,3,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,2,2,3,1,,,,,,,,1,1,,,2,2,3,2,2,3,2,2,1,4,4,,,43,1,2,2,2,5,3,1,3,3,4,1,2,5,2,6,2,,1,2,382,,,,1.00,2.65,2.65
2008-1105,Egypt,5,1,1,1,1,5,4,5,5,5,2,1,5,5,5,5,1,2,2,4,3,3,5,6,6,2,2,,,1,1,,,,,,,,1,,1,,,,,3,1,1,2,2,3,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,2,2,3,1,,,,,,,,1,1,,,2,4,4,2,2,3,3,4,3,3,5,,,34,1,2,2,2,5,2,1,4,4,5,1,1,5,2,6,2,,1,2,384,,,,1.00,2.65,2.65
2008-1106,Egypt,5,1,1,1,1,5,4,5,5,5,2,1,5,5,5,5,1,2,2,4,3,3,5,6,6,2,2,,,1,1,,,,,,,,1,,1,,,,,3,1,1,2,2,3,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,2,2,3,1,,,,,,,,1,1,,,2,4,4,2,2,3,3,4,3,3,5,,,34,1,2,2,2,5,2,1,4,4,5,1,1,5,2,6,2,,1,2,385,,,,1.00,2.65,2.65
2008-1107,Egypt,5,1,1,1,1,4,5,1,2,4,2,2,3,2,4,4,2,1,3,4,3,3,4,4,4,2,2,,1,1,,,,,,,1,,1,,,,,,,3,1,1,2,3,3,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,,,,,,3,2,2,3,1,,,,,,,,1,1,,,2,3,4,3,2,3,2,2,3,4,5,,,28,1,2,2,2,5,2,1,2,2,3,1,2,5,1,,2,,1,1,389,,,,1.00,2.65,2.65
2008-1108,Egypt,5,1,1,1,1,4,5,1,2,4,1,1,3,3,5,4,2,2,2,4,3,3,2,6,6,2,2,,1,1,,,,,,,1,,1,,,,,,,3,4,1,2,2,3,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,2,3,3,2,1,,,,1,1,,,,,,,2,4,4,2,3,3,3,5,2,3,5,,,49,1,2,2,2,5,1,1,5,3,4,2,1,5,1,,2,,1,1,391,,,,1.00,2.65,2.65
2008-1109,Egypt,1,1,1,1,1,4,5,5,5,5,3,1,5,5,5,5,4,1,3,2,2,3,2,6,6,1,2,1,,1,,,,,,,,1,,,,1,,,,3,2,1,3,2,1,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,3,2,4,,,,1,1,,,,,,,2,4,1,3,1,3,2,2,3,3,1,,,18,1,1,2,2,2,4,2,,,2,1,2,1,2,5,1,,1,1,397,,,,1.00,2.65,2.65
2008-1110,Egypt,5,2,2,2,2,5,4,5,5,5,5,1,5,5,5,5,4,1,4,5,4,4,2,7,7,3,3,,1,,,,,,1,,1,,,,1,,,,,1,4,1,1,1,1,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,3,3,3,2,5,,,,1,,,1,,,,,5,5,5,4,3,4,3,2,3,4,6,,,26,2,2,2,2,5,3,1,6,,3,1,2,1,2,,2,,1,2,408,,,,1.00,2.65,2.65
2008-1111,Egypt,5,1,1,2,2,5,4,6,6,6,6,1,6,6,6,6,1,2,2,4,3,3,3,5,3,2,2,,,1,1,,,,,,,1,1,,,,,,,3,2,1,2,2,2,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,3,1,1,3,7,,,1,,1,,,,,,,4,4,3,2,2,1,2,2,5,3,3,,,33,1,2,2,2,5,3,1,2,2,3,1,2,2,2,6,2,,1,2,409,,,,1.00,2.65,2.65
2008-1112,Egypt,5,1,1,2,1,8,4,6,6,6,2,2,6,6,1,6,3,2,4,4,4,2,4,3,4,1,2,1,,1,,,,,,,,1,1,,,,,,,2,2,1,1,2,3,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,1,3,3,,,,1,1,,,,,,,3,2,4,4,1,1,3,2,2,2,1,,,31,1,1,2,2,2,3,2,,,4,2,1,3,2,9,2,,1,1,430,,,,1.00,2.65,2.65
2008-1113,Egypt,1,1,1,1,1,4,8,2,3,5,1,3,5,5,3,5,2,2,3,4,3,3,8,4,5,2,2,1,,,1,,,,,,,1,1,,,,,,,4,2,1,3,1,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,3,3,1,1,,,,1,,,,1,,,,2,3,4,1,1,3,3,3,2,2,4,,,18,1,1,2,1,2,3,2,,,4,2,1,5,2,5,1,,1,1,446,,,,1.00,2.65,2.65
2008-1114,Egypt,5,1,1,2,1,4,5,1,2,3,1,1,5,5,5,5,2,2,2,4,3,3,8,8,8,2,2,1,,1,,,,,,,,1,,,,,1,,,4,2,1,3,1,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,2,1,3,2,1,,,,1,1,,,,,,,3,4,2,6,3,1,3,3,2,3,1,,,61,1,2,2,2,5,1,3,5,1,1,2,1,1,2,6,2,,1,2,453,,,,1.00,2.65,2.65
2008-1115,Egypt,5,1,1,2,1,4,5,1,2,6,2,2,5,5,5,6,2,1,2,4,3,3,5,5,5,2,2,1,1,,,,,,,,1,1,,,,,,,,3,1,4,3,2,1,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,1,1,1,2,5,,,,,1,,,,1,,,3,4,5,2,4,4,3,1,3,3,1,,,43,1,2,2,2,5,2,1,3,3,4,1,2,1,1,,2,,2,1,462,,,,1.00,2.65,2.65
2008-1116,Egypt,5,1,1,2,2,5,11,5,5,5,3,1,5,5,5,5,1,2,2,4,3,3,8,8,5,2,3,1,1,,,,,,,,,1,,,,,1,,,3,2,1,5,2,1,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,1,3,2,1,,,,,1,,,,1,,,5,4,5,2,1,4,3,2,2,3,6,,,48,1,2,2,2,5,1,1,3,3,4,1,2,1,1,,2,,1,1,463,,,,1.00,2.65,2.65
2008-1117,Egypt,5,1,1,2,2,5,11,5,5,5,3,1,5,5,5,5,2,2,2,4,3,3,8,4,4,2,2,1,,,1,,,,,,1,,,,,,1,,,3,2,1,2,1,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,2,3,3,1,1,,,,,1,,,,1,,,7,4,4,2,3,1,3,3,5,3,1,,,45,1,2,2,2,5,1,1,2,2,3,1,2,1,2,6,2,,1,2,464,,,,1.00,2.65,2.65
2008-1118,Egypt,5,1,1,2,2,5,11,5,5,5,3,1,5,5,5,5,2,2,2,4,3,3,8,4,4,2,2,1,,,1,,,,,,1,,,,,,1,,,3,2,1,2,1,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,2,3,3,1,1,,,,,1,,,,1,,,7,4,4,2,3,1,3,3,5,3,1,,,45,1,2,2,2,5,1,1,2,2,3,1,2,1,2,6,2,,1,2,465,,,,1.00,2.65,2.65
2008-1119,Egypt,5,2,1,1,1,8,4,4,3,5,2,4,3,4,1,5,1,2,4,4,3,3,6,4,1,2,3,,1,1,,,,,,,,1,,1,,,,,,1,2,2,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,2,4,1,1,5,,,,1,1,,,,,,,3,2,4,4,2,1,3,4,6,3,4,,,38,1,2,2,2,5,4,1,2,2,3,1,1,1,1,,2,,1,1,471,,,,1.00,2.65,2.65
2008-1120,Egypt,5,1,1,1,1,8,9,1,4,3,2,4,2,3,1,2,1,1,3,4,3,3,8,4,5,2,4,1,,,,,,,,1,,,1,,,1,,,,2,2,2,3,3,3,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,3,1,3,2,2,,,,1,1,,,,,,,3,2,4,3,2,1,3,5,6,4,6,,,30,1,2,2,2,5,4,1,3,3,4,1,1,1,1,,2,,1,1,472,,,,1.00,2.65,2.65
2008-1121,Egypt,5,1,1,1,1,2,4,3,2,5,4,5,3,4,5,3,1,2,2,4,3,2,8,5,4,1,2,1,,,1,,,,,,,1,,,,,1,,,2,4,2,2,3,3,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,,2,3,3,2,7,,,,1,,,1,,,,,7,3,4,2,2,2,3,5,2,1,5,,,30,1,2,2,2,5,4,2,,,1,1,1,1,1,,2,,1,1,473,,,,1.00,2.65,2.65
2008-1122,Egypt,5,1,1,2,1,5,4,3,2,5,1,1,4,3,5,5,1,2,2,4,3,3,4,4,4,2,2,1,1,,,,,,,,1,,1,,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,2,3,3,2,3,,,,,1,,,,1,,,2,4,4,3,2,1,3,5,3,4,5,,,60,1,2,2,2,5,2,3,6,,,3,2,3,2,6,2,,1,2,497,,,,1.00,2.65,2.65
2008-1123,Egypt,5,1,1,2,1,4,8,2,2,5,1,2,5,5,1,5,2,2,2,4,3,3,5,5,5,2,2,,1,,1,,,,,,,1,1,,,,,,,3,2,1,2,3,3,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,2,3,1,,,,,,,,1,1,,,2,2,3,2,1,3,3,2,3,4,4,,,62,1,2,2,2,5,1,1,4,2,3,2,2,4,1,,2,,1,1,498,,,,1.00,2.65,2.65
2008-1124,Egypt,5,1,1,1,1,4,5,3,3,4,1,1,4,1,3,4,2,2,2,4,3,3,5,5,5,2,2,,1,,1,,,,,,1,,1,,,,,,,3,2,1,3,3,3,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,2,2,2,3,1,,,,,,,,1,1,,,2,2,3,2,2,3,3,2,3,4,4,,,38,1,2,2,2,5,2,1,3,3,4,1,2,5,1,,2,,1,1,501,,,,1.00,2.65,2.65
2008-1125,Egypt,5,1,1,2,1,5,4,1,3,5,2,1,5,3,5,5,1,2,2,4,3,3,5,5,5,2,2,1,1,,,,,,,,1,,1,,,,,,,3,1,1,2,3,3,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,1,2,3,2,1,,,,1,,,,1,,,,2,4,4,2,2,1,3,4,3,4,5,,,42,1,2,2,2,5,1,3,2,2,2,1,2,3,1,,2,,1,2,503,,,,1.00,2.65,2.65
2008-1126,Egypt,1,1,1,1,1,4,8,2,4,5,1,1,4,2,1,3,2,1,3,4,2,2,4,4,4,2,2,,1,,1,,,,,,1,,1,,,,,,,3,2,1,3,2,3,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,2,2,4,1,,,,,,,1,,1,,,2,2,3,2,2,3,3,1,3,4,4,,,48,1,1,1,2,1,5,1,3,3,4,2,1,6,1,,1,,2,1,504,,,,1.00,2.65,2.65
2008-1127,Egypt,5,1,1,2,1,5,10,3,2,5,4,2,5,4,5,5,2,2,2,4,3,3,4,4,4,2,2,,1,,1,,,,,,1,,1,,,,,,,3,1,1,3,3,3,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,2,3,3,2,1,,,,,,,,1,1,,,2,4,4,2,2,3,3,5,2,1,5,,,17,1,2,2,2,5,2,2,,,5,3,2,4,1,,2,,1,1,506,,,,1.00,2.65,2.65
