"dataset","country_id","country","initial_observations.x","final_observations.x","original_variables","substantive_variables","final_variables.x","dup_observations_at_85.x","dup_observations_at_90.x","dup_observations_at_95.x","dup_observations_at_100.x","varlist","initial_observations.y","final_observations.y","orig_dat_vars","substantive_dat_vars","final_variables.y","dup_observations_at_85.y","dup_observations_at_90.y","dup_observations_at_95.y","dup_observations_at_100.y","comp_at_85","comp_at_90","comp_at_95","comp_at_100"
"internationalsocialsurvey_2012",4,"bulgaria",1003,1003,389,85,34,32,12,4,2,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V31 V32 V33 V34 V35 V36 V37 V55 V58 V59",1003,1003,389,84,57,23,10,6,2,FALSE,FALSE,FALSE,TRUE
"internationalsocialsurvey_2012",5,"canada",983,983,389,85,39,6,6,6,6,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",983,983,389,84,59,6,6,6,6,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",6,"chile",1564,1564,389,85,38,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V67",1564,1564,389,84,59,2,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",7,"china",5946,5946,389,85,34,578,159,41,12,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V67",5946,5946,389,84,57,114,45,12,2,FALSE,FALSE,FALSE,FALSE
"internationalsocialsurvey_2012",8,"croatia",1000,1000,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1000,1000,389,84,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",9,"czech republic",1804,1804,389,85,39,41,11,2,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1804,1804,389,84,59,31,12,0,0,FALSE,FALSE,FALSE,TRUE
"internationalsocialsurvey_2012",10,"denmark",1403,1403,389,85,36,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1403,1403,389,84,58,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",11,"e_germany_east",558,558,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"internationalsocialsurvey_2012",12,"finland",1171,1171,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1171,1171,389,84,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",13,"france",2409,2409,389,85,36,2,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",2409,2409,389,84,58,0,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",14,"gbn_great britain",950,950,389,85,34,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"internationalsocialsurvey_2012",15,"iceland",1172,1172,389,85,39,2,2,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1172,1172,389,84,59,4,2,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",16,"india",1660,1660,389,85,35,415,284,108,32,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V67",1660,1660,389,84,58,376,257,107,13,FALSE,FALSE,FALSE,FALSE
"internationalsocialsurvey_2012",17,"ireland",1215,1215,389,85,36,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67",1215,1215,389,84,58,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",18,"israel",1220,1220,389,85,39,4,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67",1220,1220,389,84,59,11,2,0,0,FALSE,FALSE,TRUE,TRUE
"internationalsocialsurvey_2012",19,"japan",1212,1212,389,85,35,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67",1212,1212,389,84,57,4,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",20,"latvia",1000,1000,389,85,40,18,2,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V64 V65a V67",1000,1000,389,84,59,14,4,2,0,FALSE,FALSE,FALSE,TRUE
"internationalsocialsurvey_2012",21,"lithuania",1187,1187,389,85,39,8,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1187,1187,389,84,59,14,2,0,0,FALSE,FALSE,TRUE,TRUE
"internationalsocialsurvey_2012",22,"mexico",1527,1527,389,85,35,4,2,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67",1527,1527,389,84,57,2,0,0,0,FALSE,FALSE,TRUE,TRUE
"internationalsocialsurvey_2012",23,"norway",1444,1444,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67",1444,1444,389,84,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",24,"philippines",1200,1200,389,85,35,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a",1200,1200,389,84,57,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",25,"poland",1115,1115,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1115,1115,389,84,59,2,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",26,"russia",1525,1525,389,85,42,30,15,10,4,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V60 V61 V62 V63 V64",1525,1525,389,84,57,30,16,10,4,TRUE,FALSE,TRUE,TRUE
"internationalsocialsurvey_2012",27,"slovakia",1128,1128,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1128,1128,389,84,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",28,"slovenia",1034,1034,389,85,36,2,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1034,1034,389,84,58,5,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",29,"south africa",2547,2547,389,85,35,53,25,14,5,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V59 V67",2547,2547,389,84,54,57,22,11,5,FALSE,FALSE,FALSE,TRUE
"internationalsocialsurvey_2012",30,"south korea",1396,1396,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1396,1396,389,84,59,2,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",31,"spain",2595,2595,389,85,38,2,2,0,0,"ES_V5 ES_V6 ES_V7 ES_V8 ES_V9 ES_V10 ES_V11 V12 V13 ES_V14 ES_V15 ES_V16 ES_V17 ES_V18 ES_V19 ES_V20 V21 ES_V22 ES_V23 ES_V24 ES_V25 ES_V26 ES_V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67",2595,2595,389,84,58,0,0,0,0,FALSE,FALSE,TRUE,TRUE
"internationalsocialsurvey_2012",32,"sweden",1060,1060,389,85,40,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V56 V57 V58 V59 V65 V67",1060,1060,389,84,59,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",33,"switzerland",1237,1237,389,85,36,2,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1237,1237,389,84,58,2,0,0,0,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",34,"taiwan",2072,2072,389,85,36,4,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67",2072,2072,389,84,58,12,0,0,0,FALSE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",35,"turkey",1620,1620,389,85,45,84,47,12,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V42 V43 V44 V45 V46 V47 V55 V57 V58 V59 V65 V67",1620,1620,389,84,59,86,40,8,0,FALSE,FALSE,FALSE,TRUE
"internationalsocialsurvey_2012",36,"united states",1302,1302,389,85,36,5,5,3,2,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",1302,1302,389,84,58,5,5,3,2,TRUE,TRUE,TRUE,TRUE
"internationalsocialsurvey_2012",37,"venezuela",1016,1016,389,85,40,120,88,76,74,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V64 V65 V67",1016,1016,389,84,59,119,95,76,68,FALSE,FALSE,TRUE,FALSE
"internationalsocialsurvey_2012",38,"w_germany_west",1208,1208,389,85,39,0,0,0,0,"V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"latinobarometro_2008",1,"argentina",1200,1200,383,267,265,20,18,8,2,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,265,20,18,8,2,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",2,"bolivia",1200,1200,383,267,265,13,4,2,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,265,13,4,2,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",3,"brazil",1204,1204,383,267,264,4,2,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1204,1204,383,266,264,4,2,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",4,"chile",1200,1200,383,267,266,36,26,16,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,266,42,26,16,0,FALSE,TRUE,TRUE,TRUE
"latinobarometro_2008",5,"colombia",1200,1200,383,267,264,0,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,264,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",6,"costa rica",1000,1000,383,267,263,0,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,263,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",7,"dominican rep",1000,1000,383,267,265,4,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,265,4,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",8,"ecuador",1200,1200,383,267,265,2,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,265,2,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",9,"el salvador",1000,1000,383,267,265,18,8,4,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,265,18,8,4,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",10,"guatemala",1000,1000,383,267,266,0,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,266,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",11,"honduras",1000,1000,383,267,264,27,10,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,264,27,10,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",12,"mexico",1200,1200,383,267,264,4,2,2,2,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,264,4,2,2,2,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",13,"nicaragua",1000,1000,383,267,265,62,62,60,50,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,265,62,62,60,50,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",14,"panama",1000,1000,383,267,264,6,6,2,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1000,1000,383,266,264,6,6,2,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",15,"paraguay",1200,1200,383,267,264,0,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,264,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",16,"peru",1200,1200,383,267,265,9,8,4,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,265,9,8,4,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",17,"spain",2471,2471,383,267,122,4,2,0,0,"p1wvsst p2st p4st p5st p6st p9st p10st p12st_a p12st_b p12st_c p13st p14st p18st p19s_ta p19st_c p21wvsst p22st_a p22st_b p23st p24st p27st p28st_a p28st_b p28st_c p28st_d p28st_e p28st_f p28st_g p31s_ta p31st_b p31st_c p31st_d p31st_e p31st_f",2471,2471,383,266,122,4,2,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",18,"uruguay",1200,1200,383,267,263,82,76,60,28,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,263,82,76,60,28,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2008",19,"venezuela",1200,1200,383,267,262,0,0,0,0,"p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p",1200,1200,383,266,262,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",1,"argentina",1200,1200,368,251,244,0,0,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1200,1200,368,250,244,0,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",2,"bolivia",1200,1200,368,251,244,6,6,4,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1200,1200,368,250,244,6,6,4,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",3,"brazil",1204,1204,368,251,244,2,0,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1204,1204,368,250,244,2,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",4,"chile",1200,1200,368,251,244,99,65,16,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1200,1200,368,250,244,99,65,16,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",5,"colombia",1200,1200,368,251,244,8,0,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1200,1200,368,250,244,8,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",6,"costa rica",1000,1000,368,251,241,8,4,4,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1000,1000,368,250,241,8,4,4,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",7,"dominican rep",1000,1000,368,251,244,4,4,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1000,1000,368,250,244,4,4,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",8,"ecuador",1200,1200,368,251,244,64,41,14,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1200,1200,368,250,244,64,41,14,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",9,"el salvador",1000,1000,368,251,244,8,0,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1000,1000,368,250,244,8,0,0,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",10,"guatemala",1000,1000,368,251,244,2,2,2,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1000,1000,368,250,244,2,2,2,0,TRUE,TRUE,TRUE,TRUE
"latinobarometro_2009",11,"honduras",1000,1000,368,251,245,4,2,0,0,"p1st p2st p3st_a p3st_b p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p13st p14st p15st_a p15st_b p15st_c p15st_d p15st_e p15st_f p15st_g p15st_h p15st_i p15st_j p15st_k p15st_l p15st_m p16st p17st_a p17st_b p17st_c p18st p19stm p20",1000,1000,368,250,245,4,2,0,0,TRUE,TRUE,TRUE,TRUE
