dataset,country_id,country,initial_observations,final_observations,original_variables,substantive_variables,final_variables,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,varlist
internationalsocialsurvey_2011,6,Czech Republic,1804,1804,336,67,60,8,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V64 V69
internationalsocialsurvey_2011,7,Denmark,1388,1388,336,67,63,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V65 V66 V67 V
internationalsocialsurvey_2011,8,E_Germany_East,564,564,336,67,61,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V69
internationalsocialsurvey_2011,9,FLA_Belgium_Flanders,1210,1210,336,67,65,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V
internationalsocialsurvey_2011,10,Finland,1340,1340,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,11,France,3319,3319,336,67,64,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V
internationalsocialsurvey_2011,12,GBN_Great Britain,936,936,336,67,58,3,3,3,3,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63
internationalsocialsurvey_2011,13,Israel,1220,1220,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,14,Italy,1186,1186,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,15,Japan,1306,1306,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,16,Korea South,1535,1535,336,67,64,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V
internationalsocialsurvey_2011,17,Lithuania,1187,1187,336,67,60,4,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,18,Netherlands,1472,1472,336,67,65,3,3,2,2,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V
internationalsocialsurvey_2011,19,Norway,1834,1834,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,20,Philippines,1200,1200,336,67,61,2,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V68 V69
internationalsocialsurvey_2011,21,Poland,1115,1115,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,22,Portugal,1022,1022,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,23,Russia,1511,1511,336,67,65,7,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V
internationalsocialsurvey_2011,24,Slovak Republic,1128,1128,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,25,Slovenia,1082,1082,336,67,60,19,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,26,South Africa,3004,3004,336,67,58,184,151,121,58,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V63 V64
internationalsocialsurvey_2011,27,Spain,2712,2712,336,67,64,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V
internationalsocialsurvey_2011,28,Sweden,1158,1158,336,67,60,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,29,Switzerland,1212,1212,336,67,63,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V66 V68 V
internationalsocialsurvey_2011,30,Taiwan,2199,2199,336,67,50,5,0,0,0,V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V38 V39 V40 V41 V43 V44 V45 V46 V48 V49 V50 V51 V52 V53 V54 V57 V58 V60 V61 V62 V63 V64
internationalsocialsurvey_2011,31,Turkey,1559,1559,336,67,61,51,11,3,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V68 V69
internationalsocialsurvey_2011,32,United States,1550,1550,336,67,59,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63
internationalsocialsurvey_2011,33,WAL_Belgium_Wallonia,1873,1873,336,67,63,35,32,28,25,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V64 V65 V66 V67 V
internationalsocialsurvey_2011,34,W_Germany_West,1117,1117,336,67,61,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V69
internationalsocialsurvey_2012,1,Argentina,977,977,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,2,Australia,1612,1612,389,85,36,3,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,3,Austria,1182,1182,389,85,38,10,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V67
internationalsocialsurvey_2012,4,Bulgaria,1003,1003,389,85,34,32,12,4,2,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V31 V32 V33 V34 V35 V36 V37 V55 V58 V59
internationalsocialsurvey_2012,5,Canada,983,983,389,85,39,6,6,6,6,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,6,Chile,1564,1564,389,85,38,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V67
internationalsocialsurvey_2012,7,China,5946,5946,389,85,34,578,159,41,12,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V67
internationalsocialsurvey_2012,8,Croatia,1000,1000,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,9,Czech Republic,1804,1804,389,85,39,41,11,2,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,10,Denmark,1403,1403,389,85,36,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,11,E_Germany_East,558,558,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,12,Finland,1171,1171,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,13,France,2409,2409,389,85,36,2,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,14,GBN_Great Britain,950,950,389,85,34,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59
internationalsocialsurvey_2012,15,Iceland,1172,1172,389,85,39,2,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,16,India,1660,1660,389,85,35,415,284,108,32,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V67
internationalsocialsurvey_2012,17,Ireland,1215,1215,389,85,36,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67
internationalsocialsurvey_2012,18,Israel,1220,1220,389,85,39,4,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67
internationalsocialsurvey_2012,19,Japan,1212,1212,389,85,35,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,20,Latvia,1000,1000,389,85,40,18,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V64 V65a V67
internationalsocialsurvey_2012,21,Lithuania,1187,1187,389,85,39,8,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,22,Mexico,1527,1527,389,85,35,4,2,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,23,Norway,1444,1444,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a V67
internationalsocialsurvey_2012,24,Philippines,1200,1200,389,85,35,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65a
internationalsocialsurvey_2012,25,Poland,1115,1115,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,26,Russia,1525,1525,389,85,42,30,15,10,4,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V60 V61 V62 V63 V64
internationalsocialsurvey_2012,27,Slovakia,1128,1128,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,28,Slovenia,1034,1034,389,85,36,2,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,29,South Africa,2547,2547,389,85,35,53,25,14,5,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V59 V67
internationalsocialsurvey_2012,30,South Korea,1396,1396,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,31,Spain,2595,2595,389,85,38,2,2,0,0,ES_V5 ES_V6 ES_V7 ES_V8 ES_V9 ES_V10 ES_V11 V12 V13 ES_V14 ES_V15 ES_V16 ES_V17 ES_V18 ES_V19 ES_V20 V21 ES_V22 ES_V23 ES_V24 ES_V25 ES_V26 ES_V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,32,Sweden,1060,1060,389,85,40,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V56 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,33,Switzerland,1237,1237,389,85,36,2,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,34,Taiwan,2072,2072,389,85,36,4,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V31 V32 V33 V34 V35 V36 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,35,Turkey,1620,1620,389,85,45,84,47,12,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V42 V43 V44 V45 V46 V47 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,36,United States,1302,1302,389,85,36,5,5,3,2,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
internationalsocialsurvey_2012,37,Venezuela,1016,1016,389,85,40,120,88,76,74,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V64 V65 V67
internationalsocialsurvey_2012,38,W_Germany_West,1208,1208,389,85,39,0,0,0,0,V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V55 V57 V58 V59 V65 V67
latinobarometro_2008,1,Argentina,1200,1200,383,267,265,20,18,8,2,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,2,Bolivia,1200,1200,383,267,265,13,4,2,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,3,Brazil,1204,1204,383,267,264,4,2,0,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,4,Chile,1200,1200,383,267,266,36,26,16,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,5,Colombia,1200,1200,383,267,264,0,0,0,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,6,Costa Rica,1000,1000,383,267,263,0,0,0,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,7,Dominican Rep,1000,1000,383,267,265,4,0,0,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
latinobarometro_2008,8,Ecuador,1200,1200,383,267,265,2,0,0,0,p1wvsst p2st p3st p4st p5st p6st p7st p8st p9st p10st p11st p12st_a p12st_b p12st_c p13st p14st p15st p16st p17st_a p17st_b p17st_c p17st_d p18st p19s_ta p19wvstb p19st_c P20STA P20STB P20STC P20STD P20STE P20STF P20STG P20STH P20STI p21wvsst p
