dataset,country,initial_observations,final_observations,orig_dat_vars,substantive_dat_vars,final_variables,dup_observations_at_0,dup_observations_at_05,dup_observations_at_10,dup_observations_at_15,dup_observations_at_20,dup_observations_at_25,dup_observations_at_30,dup_observations_at_35,dup_observations_at_40,dup_observations_at_45,dup_observations_at_50,dup_observations_at_55,dup_observations_at_60,dup_observations_at_65,dup_observations_at_70,dup_observations_at_75,dup_observations_at_80,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,var_list,median_num_resp
pewglobalattitudes_2007,Slovakia_Form_B,450,450,961,581,89,450,450,450,450,450,450,450,450,450,443,415,331,167,41,3,0,0,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q19A Q19B Q19C Q19D Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44SLO Q46 Q47 Q48 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q58.1SLO Q59.1SLO Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q66 Q67 Q68 Q69 Q70 Q97 Q98 Q99,6
pewglobalattitudes_2007,Slovakia_Form_A,450,450,961,581,72,450,450,450,450,450,450,450,450,450,449,443,404,355,166,16,0,0,0,0,0,0,Q1 Q2 Q3 Q4 Q6A Q6B Q6C Q7 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q44SLO Q46 Q47 Q48 Q49 Q50 Q57 Q61 Q62 Q63 Q64 Q65 Q97 Q97B Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Senegal,700,700,961,581,157,700,700,700,700,700,700,700,700,700,700,699,662,489,274,104,32,11,2,2,2,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44SEN Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q56 Q57 Q58.1SEN Q59.1SEN Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60P Q61 Q62 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q81 Q82 Q83AFR Q84 Q85 Q86 Q87 Q91 Q92 Q93 Q94 Q96 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q104B Q105,6
pewglobalattitudes_2007,Russia,1002,1002,961,581,140,1002,1002,1002,1002,1002,1002,1002,1002,1000,991,942,781,455,232,140,78,45,35,20,13,2,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44RUS Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q57 Q58.1RUS Q59.1RUS Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60M Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q97 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Poland,504,504,961,581,144,504,504,504,504,504,504,504,504,504,503,488,415,228,111,49,19,6,2,2,2,0,Q1 Q2 Q3 Q4 Q5.1 Q5OTHER Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q10OTHER Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16S Q16T Q16U Q16V Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44POL Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q57 Q58.1POL Q58OTHER Q59.1POL Q59OTHER Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q97 Q97B Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Peru,800,800,961,581,146,800,800,800,800,800,800,800,800,799,794,773,687,340,101,30,11,2,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16W Q16X Q16Y Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44PER Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q57 Q58.1PER Q59.1PER Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60I Q60J Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q79 Q80 Q81 Q82 Q83LAT Q84 Q85 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Palestinian Territories,808,808,961,581,150,808,808,808,808,808,808,807,804,793,764,696,544,324,138,88,60,35,19,11,4,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q5.3 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44PAL Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1PAL Q59.1PAL Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Pakistan,2008,2008,961,581,146,2008,2008,2008,2008,2008,2008,2008,2008,2008,2003,1986,1918,1618,1241,850,440,238,122,47,14,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44PAK Q46 Q47 Q48 Q49 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1PAK Q59.1PAK Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Nigeria,1128,1128,961,581,160,1128,1128,1128,1128,1128,1128,1128,1128,1128,1127,1118,1064,921,739,537,393,257,186,140,76,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44NIG Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q56 Q57 Q58.1NIG Q58OTHER q58other.2 q58other.3 Q59.1NIG Q59OTHER q59other.2 q59other.3 Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60P Q61 Q62 Q68 Q69 Q70 Q81 Q82 Q83AFR Q84 Q85 Q86 Q87 Q91 Q92 Q93 Q94 Q95 Q96 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q104B Q105,6
pewglobalattitudes_2007,Morocco,1000,1000,961,581,142,1000,1000,1000,1000,1000,1000,1000,1000,1000,997,993,964,843,674,456,280,109,26,2,0,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q46 Q47 Q48 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q57 q58.1MOR q59.1MOR Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Mexico,828,828,961,581,146,828,828,828,828,828,828,828,826,815,798,757,627,362,162,83,44,37,30,16,14,2,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16W Q16X Q16Y Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44MEX Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q57 Q58.1MEX Q59.1MEX Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60I Q60J Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q79 Q80 Q81 Q82 Q83LAT Q84 Q85 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Mali,700,700,961,581,153,700,700,700,700,700,700,700,700,700,700,686,617,466,302,193,75,12,2,2,0,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44MALI Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q56 Q57 Q58.1MALI Q59.1MALI Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60P Q61 Q62 Q68 Q69 Q70 Q81 Q82 Q83AFR Q84 Q85 Q86 Q87 Q91 Q92 Q93 Q94 Q96 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q104B Q105,6
pewglobalattitudes_2007,Malaysia,700,700,961,581,146,700,700,700,700,700,700,700,700,700,700,695,668,555,413,285,139,70,25,2,2,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16O Q16P Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44MALA Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1MALA Q59.1MALA Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60M Q60N Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Lebanon,1000,1000,961,581,146,1000,1000,1000,1000,1000,1000,1000,1000,1000,999,995,968,889,694,517,368,287,232,146,57,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44LEB Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1LEB Q59.1LEB Q59.2LEB Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Kuwait,500,500,961,581,148,500,500,500,500,500,500,500,500,500,496,489,426,212,70,32,16,6,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44KUW Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1KUW Q59.1KUW Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Kenya,1000,1000,961,581,148,1000,1000,1000,1000,1000,1000,1000,1000,1000,998,988,921,754,543,295,114,48,33,24,11,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44KEN Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q56 Q57 Q58.1KEN Q59.1KEN Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60P Q61 Q62 Q68 Q69 Q70 Q81 Q82 Q83AFR Q84 Q85 Q86 Q87 Q91 Q92 Q93 Q94 Q96 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q104B Q105,6
pewglobalattitudes_2007,Jordan,1000,1000,961,581,149,1000,1000,1000,1000,1000,1000,1000,1000,1000,989,927,810,476,350,281,229,172,137,98,29,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16M Q16N Q16Q Q16R Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44JOR Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q53 Q54 Q55 Q57 Q58.1JOR Q59.1JOR Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q70 Q74A Q74B Q75 Q76 Q77 Q78 Q98 Q99 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Japan,762,762,961,581,111,762,762,762,762,762,762,762,762,762,762,754,672,326,83,18,2,0,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q5OTHER Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q10OTHER Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16O Q16P Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44JAP Q46 Q47 Q49 Q50 Q58.1JAP Q58OTHER Q59.1JAP Q59OTHER Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60M Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q98 Q99 Q100 Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Ivory Coast,700,700,961,581,156,700,700,700,700,700,700,700,700,700,700,696,630,389,131,35,10,0,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q5.3 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q12 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14I Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16H Q16I Q16J Q16K Q16L Q16M Q16N Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q23H Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44IVO Q46 Q47 Q48 Q49 Q50 Q51A Q51B Q51C Q51D Q51E Q51F Q51G Q52A Q52B Q52C Q52D Q52E Q52F Q52G Q54 Q55 Q56 Q57 Q58.1IVO Q58.2IVO Q58.3IVO Q59.1IVO Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60H Q60K Q60N Q60P Q61 Q62 Q68 Q69 Q70 Q81 Q82 Q83AFR Q84 Q85 Q86 Q87 Q91 Q92 Q93 Q94 Q96 Q100 Q101A Q101B Q101C Q101D Q101E Q101F Q101G Q101H Q101I Q102 Q103 Q104 Q104B Q105,6
pewglobalattitudes_2007,Italy,501,501,961,581,112,501,501,501,501,501,501,501,501,500,499,491,475,406,213,77,32,10,5,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q10OTHER Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16S Q16T Q16U Q18 Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44ITA Q46 Q47 Q49 Q50 Q58.1ITA Q58OTHER Q59.1ITA Q59OTHER Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q71a Q71b Q97B Q98 Q99 Q100 Q102 Q103 Q104 Q105,6
pewglobalattitudes_2007,Israel,900,900,961,581,110,900,900,900,900,900,900,900,900,900,889,826,685,486,216,78,16,2,0,0,0,0,Q1 Q2 Q3 Q4 Q5.1 Q5.2 Q6A Q6B Q6C Q7 Q8 Q9 Q10 Q11 Q13 Q14A Q14B Q14C Q14D Q14E Q14F Q14G Q14H Q14J Q14K Q15 Q16A Q16B Q16C Q16D Q16E Q16F Q16G Q16Q Q16R Q19A Q19B Q19C Q19D Q20 Q21 Q23A Q23B Q23C Q23D Q23E Q23F Q23G Q24A Q24B Q24C Q24D Q24E Q24F Q24G Q25 Q26 Q27 Q28 Q29 Q30 Q31 Q32 Q33 Q34 Q35 Q36 Q37 Q38 Q39 Q40 Q41A Q41B Q42 Q43 Q44ISR Q46 Q47 Q49 Q50 Q58.1ISR Q59.1ISR Q60A Q60B Q60C Q60D Q60E Q60F Q60G Q60l Q60N Q60O Q61 Q62 Q63 Q64 Q65 Q66 Q67 Q68 Q69 Q73a Q73b Q98 Q99 Q100 Q102 Q103 Q104 Q105,6
